address,token_balance
0x65ac5c8fc904ebc00140fdd59f9f63183cccc107,1.423683655e-9
0xa40c926f29e3189a955dc848f17300e08a0ed402,1.073741824e-9
0x72edc9646644aca38cab3299e531517a173f0d17,1.073741824e-9
0x635fa9b57a9888ffe624323e547fdfbad1a74606,6.37534208e-10
0xc69101e2640a7183b8633ddcc4db42cc99863093,5.36870912e-10
0x9afdabf77b7e56c1f7e8cb9eea191b5277b14e74,5.36870912e-10
0x2e6bc6be77ee697844f84052a3839f91c37a3056,5.36870912e-10
0xbd8b59c17f0fcdb6486f4c604174eab5a8877c6a,5.36870912e-10
0x933f1195680cc217cab8f563e5f73c30184ed5a1,5.36870912e-10
0x36150b368809497afc0a51896e226b53576fce84,5.36870912e-10
0xf195e5f7f3562805cf50012bf16f2138760a3b52,5.36870912e-10
0xf1dc29d34049d4272c2a74ad91bac8fa26332af9,5.36870912e-10
0x6bcb60698bed7f1206c2b2cef8e0a182c110df65,5.36870912e-10
0xaa5aa02420b6d785a3afed7b4df1f5c28560640b,4.69762048e-10
0x2a55ec3d1da74338f70067ea808d2bc338586761,4.128768e-10
0x9cddc8c2df0e8ce4c81891b912209d6090a21072,4.02653184e-10
0xeb528631afefd84c69a20e6d270adf9bebbd4e38,4.02653184e-10
0x6643b58dd8528171ef7e5f748bb33f949fe37a6a,3.3554432e-10
0x1ec24466a9653bd3efa49729eb5d36db420b5f61,3.3554432e-10
0x6e0a1ddad894e6466d405bb73377f0a257278d74,2.68435456e-10
0x3d28383aedeefe3dc14c93c96d6ceeb975e1a1ea,2.68435456e-10
0x602674a7af7931374e6af77ab9eb98ad79b016d4,2.68435456e-10
0x1cec48703bd19d4e3873f8d8a47aa0d9df2ea4bc,2.68435456e-10
0x7060d240982fc0ebc5a0d5b78bbb7b4371395e22,2.68435456e-10
0xbe6b94e2cd07394ba445f9981bb183f28f0c5cb7,2.68435456e-10
0xf2ef3646191ee0c51695abad3d46860aae23b42a,2.68435456e-10
0x505d5a8c6f2240ab680240a6060b4375728e532a,2.68435456e-10
0xafebb78345ebd1d30352c679e980afc7da315134,2.68435456e-10
0xdad26c932e712cc03c5626637deddc7309908368,2.68435456e-10
0x599a8ee6d44c100af5be38b574923db0eb54126e,2.68435456e-10
0x180daa8a8bfab39dc5fdd510fb43b31428fd559c,2.68435456e-10
0xd4f7056a64b158d229700d188b6b88757a8a5b39,2.68435456e-10
0x11ec0ef73b7ade71f42af1aae1350fa71b787e44,2.18103808e-10
0x238a2805f31b7b45b00f96094e70c75512827fc5,2.01326592e-10
0x99d6d7304cfe177123212edd73fbafa99314c301,2.01326592e-10
0x71e4f98e8f20c88112489de3dded4489802a3a87,2.01326592e-10
0x811a5b3d7e4fc7e645011b42fd1e1339de715b74,1.84549376e-10
0xeb0cda1a52f9ac0bd5293bd65b52ed07168e1e8e,1.50208512e-10
0x43d0d0b560a2147b0d129c8af48b7d68d7d4456b,1.34217728e-10
0x7bade31621e8a7bd3795633501f167f81718f0f8,1.34217728e-10
0xeb47f4b24c2814fac3aeeebe1437123bb9a61807,1.34217728e-10
0x8d3b0d586b0bc51d94dabc5ac47973444d727413,1.34217728e-10
0x340ea6ed86765e2d09b6b57cbb42032107022ff0,1.34217728e-10
0xc77a25e041b8a97847fe6aa71e373893a05c1bfd,1.34217728e-10
0x6459104d7be854ca578a4dcb5ef901c31ae0c946,1.34217728e-10
0xbb182d047e794a7190f1e7205b5e4a7f6d66916a,1.34217728e-10
0xeaeb0b27e39f1220ca6694edc282e634fc154993,1.34217728e-10
0xd8c25a74c54b815f50f200c29e2bba9d812854b1,1.34217728e-10
0x458eadbf542f1285407bcb327cbeecad2a8c91dc,1.34217728e-10
0x480307066b2d5ece01fb713b4bb4c56407c2b8e2,1.34217728e-10
0xe0e649d8ded8de82a0c5e55e0fc00895432cb34d,1.34217728e-10
0x9acfc71e2b5ab2a5a9290ad96313dd488908804e,1.34217728e-10
0xca04c9e0bf9b481cee2b471844414781cddc41e6,1.34217728e-10
0x5201bdbeff2178e0a4c18a1c9280ef56739fb51d,1.34217728e-10
0xea03e659a2e59c3715c6517afe58541be162161a,1.34217728e-10
0x74454c72bf977e193c3395087aa5a8f1c85660e4,1.34217728e-10
0x2289eeed0acbc28919a073419e6c337d213ca72b,1.00663296e-10
0x0a95a75d20a71d1495167c9cd3c3fc52a151ee0e,7.9691776e-11
0x77b3898979f3947d8bfc931e6b6389a99d6727a9,6.7108864e-11
0x0fcfa05b522011ba0bd71b49fa76c316ebf1dbb9,6.7108864e-11
0xa1db63318fffa949bf4754b4e941dbeff5ae753b,6.7108864e-11
0xa3af266718021828f00a67d48dde9389cc8b61d3,6.7108864e-11
0x3d068191557793feb916c6fbe4670a1c91648bd0,6.7108864e-11
0x2af5ed32d9ac29c9c9e25ff865da79b597cd02e7,6.7108864e-11
0xc34714ebf3a5cc702aa46e1706f535ae5337e668,6.7108864e-11
0xd8c60ce65f2e23f0548fcf2e87dbfc279ddae8bf,6.7108864e-11
0xd566374304963e5374b4182ef9545c327d42deac,6.7108864e-11
0x0fbe15f4a97dd60975ed8c1201e17126e146a44e,6.7108864e-11
0x045123be2edb33bd9dcb30b963cb39d3b70782fa,6.7108864e-11
0x2c643e2bee1800df83081c8a7288c0b5a9cb9e1a,6.7108864e-11
0x33edb56f2330a3ea91d90363f0048de3cf7630c0,6.7108864e-11
0xf28faa46d3bb66a915524fea2bcb01f9273782d1,6.7108864e-11
0xd72957cc0c33cc02f0761e42739438971907a841,5.4788096e-11
